ENODEB;SAIS_TYP;INTENSITE;2016S46;2016S47;2016S48;2016S49;2016S50;2016S51;2016S52;2017S01;2017S02;2017S03;2017S04;2017S05;2017S06;2017S07;2017S08;2017S09;2017S10;2017S11;2017S12;2017S13;2017S14;2017S15;2017S16;2017S17;2017S18;2017S19;2017S20;2017S21;2017S22;2017S23;2017S24;2017S25;2017S26;2017S27;2017S28;2017S29;2017S30;2017S31;2017S32;2017S33;2017S34;2017S35;2017S36;2017S37;2017S38;2017S39;2017S40;2017S41;2017S42;2017S43;2017S44;2017S45;2017S46;2017S47;2017S48;2017S49;2017S50;2017S51;2017S52;2018S01;2018S02;2018S03;2018S04;2018S05;2018S06;2018S07;2018S08;2018S09;2018S10;2018S11;2018S12;2018S13;2018S14;2018S15;2018S16;2018S17;2018S18;2018S19;2018S20;2018S21;2018S22;2018S23;2018S24;2018S25;2018S26;2018S27;2018S28;2018S29;2018S30;2018S31;2018S32;2018S33;2018S34;2018S35;2018S36;2018S37;2018S38;2018S39;2018S40;2018S41;2018S42;2018S43;2018S44;2018S45;2018S46;2018S47;2018S48;2018S49;2018S50;2018S51;2018S52;2019S01;2019S02;2019S03;2019S04;2019S05;2019S06;2019S07;2019S08
00000012H1;;;2.301464;2.297628;2.106786;2.16084;2.280206;2.01062;2.084221;2.225982;2.319646;2.350342;2.308985;2.145371;2.496171;2.568752;2.174252;2.414935;2.615627;2.634105;2.257054;2.484821;2.489095;2.908374;2.822949;2.428877;3.181108;2.608397;2.824129;2.527603;2.549742;2.584186;2.235605;2.498673;2.867652;2.785222;2.553883;2.762488;2.795072;2.865069;3.680977;3.381041;3.094924;3.146477;2.974243;3.162157;3.511885;4.112828;4.184363;3.929839;3.458991;3.115372;3.242069;3.062959;3.281227;3.956627;3.928947;3.712095;3.33805;4.45799;4.231807;3.928241;4.368992;3.547051;3.459765;3.703034;3.594938;4.195329;3.817199;3.760206;4.047558;4.055638;4.004117;4.525573;4.365444;4.50806;3.553978;3.845258;4.750871;4.535486;5.363968;5.355119;5.199572;4.26169;5.722016;4.97095;5.683077;5.064658;5.222665;4.231311;4.025115;5.083589;4.870435;4.738704;5.294439;5.55427;5.295099;6.004099;5.710659;5.570726;5.402451;5.654491;5.27383;5.645775;5.33395;5.877026;5.504989;5.427886;6.097865;7.315292;7.504905;5.895374;6.393741;6.013538;6.297137;6.806192;5.973223;7.464896;6.909405;6.840748;6.140715
00000012H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7311611;0.7960004;2.5655192;2.1978522;1.7831547;2.2328714;2.4229434;2.0770345;1.79668;1.6172938;1.9224684;2.0272915;2.3797922;1.9324484;2.5149065;1.9037705;2.1007155;2.0269017;2.2602011;2.3003203;2.8794269;1.8802157;2.0549772;2.415572;3.0959271;2.5984669;2.0113352;2.5682403;3.5029897;2.7459659;2.8648745;2.5544356;5.7880158;3.5504265;4.2149135;3.1750712;3.5407514;3.9756421;3.9289689;3.9620763;2.8768048;4.0184421;3.0211601;2.8249911;3.0194912;3.0285725;2.4923078;2.8835084;3.1027608;2.6187959;2.7796205;3.000824;2.3618295;3.1734101;3.4768973;2.9006455;4.3385738;3.7564648;3.0018666;3.7442765;3.2812998;3.3078316;3.9573202;6.6776972;2.8945376;3.559515
00000012J5;;;0.6950525;0.8271875;1.0491544;1.1965479;0.9277169;1.0997176;0.9488705;1.4735884;1.0568527;0.8120675;0.7978103;0.8244533;1.1518624;1.0541783;1.4155018;1.1850982;1.2610208;1.2574218;1.7999449;1.2667445;2.3709751;3.6845276;2.3435675;2.4848918;2.34777;2.03373;2.5829878;3.3967493;3.1769684;3.4352131;2.6427175;2.8617445;3.3136592;3.7583749;5.2253723;5.1187081;5.0057086;5.5659278;6.2177772;6.4424508;6.1280391;3.9589907;4.4661111;3.3188489;2.9210286;3.0680994;3.4208592;2.136193;4.108546;3.483519;4.1296768;2.3879088;1.9507258;1.9419349;1.6518975;1.7790068;1.7403993;1.7798485;2.3758845;2.9428785;1.7521792;1.648265;1.6135496;1.8300008;1.2822243;2.1613624;2.1156277;1.7817578;2.0797819;1.8505682;1.623916;2.028116;1.9411337;1.9025877;2.6286345;2.7221011;3.5392778;3.7811139;2.7896151;3.1431248;3.2544662;3.779939;3.9618801;4.4561664;4.3666879;5.2543379;6.6138709;6.7189818;6.6130125;6.4387801;7.5141664;6.2810639;5.2221566;4.7836925;4.0549395;5.299841;4.3729787;5.4101705;5.613214;4.0177091;3.6457271;4.6161091;4.5035006;3.6562708;4.7481737;3.9841516;2.8695904;3.4347481;2.6511136;3.4981552;3.9666317;3.9222888;3.1262444;2.9964581;3.1725717;3.6549937;4.4305072;4.1051666;6.3949073
00000013J5;;;1.060617;1.180593;1.038186;1.149065;1.187005;1.532903;1.869497;1.303736;1.343697;1.370957;1.446207;1.074214;1.330028;1.43462;1.663195;1.595611;1.299986;1.31856;1.429018;1.510677;3.542659;3.393647;2.751682;2.692811;2.204807;2.338491;2.15613;4.662986;2.963793;3.295702;2.436851;3.302679;4.201675;4.768054;5.834983;6.055653;6.0032;6.201926;6.567068;6.220376;6.523512;5.699543;3.993146;3.572687;3.041941;3.656107;2.453489;2.634663;2.785356;3.184291;3.296568;2.00997;2.173455;2.117345;2.213883;2.394469;2.503675;1.568757;2.400333;2.221644;1.640105;1.767123;1.97209;1.868219;2.111243;2.243991;3.198791;2.099911;2.587181;2.974416;3.604116;3.813814;3.682967;5.997889;5.317235;5.2575;6.764809;8.488465;6.606815;4.848794;4.951879;4.940164;6.330954;6.279338;8.389302;8.034254;8.765965;10.05289;10.107006;11.094095;10.756142;10.61112;11.131685;10.283102;6.655357;6.111703;6.189438;6.673832;5.020038;5.420945;6.026553;5.831076;5.086872;3.042027;3.743057;2.90708;2.602351;3.67448;3.141068;3.112761;4.529971;3.097411;2.256239;3.279597;3.794356;3.520325;3.460733;4.941073;4.445826
00000014H7;;;;;;;;;;;;;;;;0.7213155;0.7593426;0.8627566;0.8782751;0.8563319;0.8399437;0.9597988;0.9339136;1.106196;1.0178371;2.2220648;2.5701585;2.1404378;2.2235316;2.4420113;2.4133538;2.1394425;1.9647057;2.0935737;2.3380606;2.3309214;2.2980861;2.2781136;2.6407276;3.0459816;3.0676547;2.6468675;2.5551016;2.4307792;2.7635018;2.8126506;2.915154;3.0722587;2.6514996;3.0460157;2.7346773;3.2077676;3.6631931;3.636453;3.2922241;2.9818858;3.9397903;4.2282367;3.2019025;3.7150101;3.6376315;3.1228342;3.6456272;4.2170921;3.4909105;3.5549096;3.4849365;3.4477289;3.1084624;4.2141447;3.6102555;4.1397916;3.8703673;4.3010884;4.2698985;4.2583628;3.2477228;3.6535238;3.7047367;3.5670333;4.2545979;4.5731346;4.6615191;4.3352808;4.6602337;4.30144;4.5118652;4.7522468;5.0405652;5.3052876;4.4886637;4.7774411;4.4858317;4.2902607;4.6655245;3.8905362;4.3851583;4.0512799;3.9533702;4.6520568;4.0193224;5.0306029;4.1928104;5.4089452;4.4496938;4.4316545;4.2014792;5.0303663;4.6661575;4.2470003;4.8480031;4.3107152;3.7698825;3.6811924;3.8573;5.2160141;4.3579602;4.9192991;4.6016746;4.5929236;3.8767639
00000014J5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1350951;2.4890865;2.1151969;1.5824766;0.9425556;2.0468896;2.254264;3.0702423;3.3336038;1.7229595;1.9183881;1.4156809;1.6008209;1.8489225;1.9692786;1.4381165;2.2284506;2.9171709;1.4971889;1.8690621;1.5102648;2.3789353;1.5807609;2.1823679;1.8084006;1.9429535;1.1330082;2.0350455;3.1656158;3.7973946;2.818047;3.3220842;3.4351133;4.4709707;3.6513085;4.0501147;3.7237589;3.5144083;3.1455503;3.8398292;4.3081786;4.8167868;5.6985291;7.718804;8.2251974;7.7908343;8.7887048;9.3575042;9.8395853;9.2493259;8.7447948;7.723156;5.1477164;5.0354995;4.1845833;5.1277425;2.6841829;2.8209703;4.2032246;4.9394028;4.2498884;2.5119693;1.8801763;2.1111074;2.1215459;2.863241;1.9102394;3.4465442;4.2575041;3.4080225;2.9428454;3.242796;1.7611412;2.8380592;1.4014067;2.6959969;3.9382311
00000014V1;;;1.447637;2.027087;1.910343;1.684935;1.335011;2.808809;3.449276;2.289179;2.491896;2.684796;2.746728;2.875412;1.75953;2.068003;1.923331;1.924556;2.201322;2.907448;2.711138;2.273697;2.90001;2.834598;3.722572;3.468813;3.999046;3.158205;2.701561;3.137169;3.218047;2.803294;3.197152;3.605284;4.484234;4.162966;6.24762;5.812998;7.093851;6.226032;6.785768;7.156313;6.452547;5.232413;5.751339;4.225006;4.742209;5.602547;3.925937;4.88189;5.624952;5.105842;6.093468;4.184187;3.32774;4.093403;3.346525;5.043977;3.389582;3.890774;4.280443;3.762843;4.865597;4.919608;3.761614;4.633474;4.1484;4.960846;4.225659;6.647974;3.454879;3.694222;3.186127;4.450601;4.671413;4.540718;4.033128;4.590402;5.541449;4.310904;4.777128;3.971474;5.04928;4.757674;4.660281;5.617116;4.592928;5.354619;5.924031;6.295521;6.63406;6.669095;7.063166;6.952839;6.970648;6.403782;6.409581;4.12705;6.11078;5.977249;5.511561;5.196614;6.120897;5.520414;7.49335;5.265605;5.097657;5.054227;4.76068;4.723044;5.32545;4.084805;3.876895;;;4.793586;4.970323;4.718776;4.887757;3.717008;6.531214
00000015V1;;;4.34823;4.546082;3.992892;4.364092;4.633318;4.559037;4.111717;3.838431;4.048876;4.45085;4.47305;4.519161;4.378068;4.394878;4.076096;4.701943;4.333196;4.673849;4.378568;4.784628;5.315469;5.544714;5.446763;5.16039;5.51777;5.46208;6.236078;5.830844;6.073221;5.923553;5.984772;6.329304;7.308088;7.377845;6.792272;8.39914;7.05802;7.905535;8.054587;7.709115;7.686334;6.838641;7.380901;6.68021;6.684803;5.956712;6.413019;7.622489;6.481544;6.261285;6.753734;6.780681;5.906829;6.247221;5.937281;7.135033;6.89934;6.244393;6.162057;5.868668;6.357249;6.035535;6.124451;6.700992;6.980791;6.529952;6.87423;6.517109;6.322806;7.910573;6.87093;6.46354;7.377672;6.73538;6.817657;6.257386;7.111731;7.627229;7.761072;7.136568;7.649478;7.33101;7.30954;6.73581;6.587423;7.074473;7.35796;7.580367;6.920286;7.601879;7.002891;7.439749;7.83651;6.980532;6.847209;7.349214;6.821204;6.732221;8.026883;6.994222;7.655345;7.028645;7.172121;6.583083;5.885005;6.04841;6.281048;6.734835;6.302772;6.578242;6.327789;6.67981;6.657569;6.971645;6.239107;6.997223;6.916149;6.611215;6.381545
00000016J4;;;3.57703;4.349847;4.220708;4.141609;4.294685;4.031071;4.288924;4.778277;4.014452;4.407269;4.145528;4.762721;3.923817;4.10763;4.917014;5.377399;4.95814;5.099614;5.236616;4.599744;5.260251;5.825048;5.689709;6.180847;6.351024;5.518269;6.001989;6.49099;6.545021;6.211076;5.778525;6.469009;6.085322;6.730848;6.886904;7.97967;7.24453;7.430082;7.454958;7.429547;7.240392;7.362582;7.348006;6.879708;7.656471;7.340178;6.994313;6.67565;7.202824;7.10085;6.887075;8.266779;7.614143;6.523737;7.551409;6.686461;6.11991;6.598012;7.446298;6.630362;6.908864;6.315279;6.947286;6.995149;6.862808;6.463949;7.004403;6.270467;5.983418;7.747327;6.939464;7.424837;7.147403;7.328019;7.213188;6.769266;7.189035;7.454698;6.966913;7.906584;7.461356;7.404981;7.035555;7.050239;7.37517;7.21769;6.828099;6.608252;2.541914;2.93218;2.522696;2.80584;2.707214;2.847883;2.793964;2.619068;2.684538;2.829457;2.769075;2.49792;2.615903;2.226088;2.463785;2.968969;2.70319;2.72824;2.663509;2.82283;2.871166;2.819248;4.537331;4.068001;5.143646;5.590294;5.105782;4.902426;5.304449;4.519735;4.318443
00000016V1;;;2.159844;2.331503;2.216984;2.444587;2.531576;2.203289;2.503191;2.583366;2.32464;2.372736;2.303037;2.480809;2.59873;2.347335;2.63792;2.447534;3.029216;2.753851;2.671816;2.828242;3.210287;3.370656;3.26563;3.331096;3.419183;3.656097;3.69612;3.99822;3.669686;4.340785;4.122994;4.801797;5.423128;5.391609;6.331716;6.385372;7.408083;8.468624;9.105776;8.312125;8.200793;6.837332;6.046988;6.285543;5.265056;5.019486;5.614103;5.964396;5.122968;5.686176;5.335177;4.870705;4.897158;4.959023;5.338745;4.928733;4.735142;5.473297;5.35579;4.988997;4.575622;5.588289;4.995373;6.148415;4.659304;5.465888;4.916396;4.696675;4.312235;5.681366;4.992104;5.976005;5.388484;5.799519;6.148052;7.026308;6.786154;7.043502;5.716962;6.494492;6.082421;6.637581;7.59865;6.984099;8.658531;9.265646;10.761922;11.207206;12.177226;11.261671;11.664661;11.616986;11.574058;9.198863;7.958469;8.345839;6.788881;7.8646;6.480129;6.411113;6.624743;7.07854;8.355862;4.950195;5.254882;5.558675;5.600113;4.091148;6.768195;5.496402;7.27489;6.971652;5.458782;5.368569;6.135709;6.583334;6.624749;4.733911;4.842964
00000017H7;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.480696;2.756448;3.833846;3.070396;6.464642;3.325463;3.094504;3.668132;4.002796;5.096148;4.557109;3.887863;3.941994;4.53117;4.652547;3.723407;3.966587;3.446501;3.134511;3.098297;4.276413;2.96465;3.310407;3.547336;4.24563;4.213343;3.514157;3.15332;3.464091;3.971664;4.284722;3.954771;6.23222;4.510572;3.690262;3.022702;3.444505;3.579265;3.383026;3.543246;3.596032;3.313802;3.759653;3.142631;3.218282;3.367043;4.492434;4.695192;4.19243;5.476972;3.864536;4.601911;4.169739;4.387759;4.372034;4.446675;3.99079;4.223832;4.370643;4.782388;5.068294;5.036081;4.678908;5.154199;4.772615;4.890446;4.52909;5.096782;4.358259;3.920755;4.410534;3.645193;3.559665;4.269228;4.325016;4.402493;4.311353;3.869505;4.104078;3.897584;4.015718;4.193679;4.954337;4.572533;5.251009;4.867845;4.410525;4.914635;4.590708;4.204221;4.55167;4.602168;4.953144;4.705275
00000017V1;;;0.8845686;1.2115354;1.8304876;2.2382118;2.1958279;1.8777817;2.5303229;1.9381178;1.9288591;1.5956668;1.9432625;2.045548;2.2945027;2.3043823;2.731769;2.2502758;2.4358074;2.164082;2.3215036;2.3278708;2.7480199;3.2619872;4.2631535;3.4280392;3.8800748;3.7624499;3.7931863;5.1396362;4.5718842;5.3696084;5.5432655;5.8994335;7.5814688;7.9088532;8.230321;8.9686325;8.4355842;8.0555083;8.2414908;8.1746736;8.2762723;7.5399523;7.1133331;5.8744013;5.7507121;5.4691499;3.9208608;3.2443372;3.6671577;3.5792749;3.1807444;2.6046031;3.4407037;3.2496998;2.700424;3.0130848;3.5666582;3.2342448;3.1667306;2.9812081;2.9862769;3.5246498;2.9935102;2.6161888;2.7776017;3.0995717;2.7198857;2.9149321;3.600257;5.496542;2.7485442;3.777481;4.6685594;4.0621186;4.5431305;5.0145278;5.32056;5.5762058;5.3969092;5.4955032;5.0641372;6.3696401;6.7411157;6.9362005;8.3459328;9.7762632;9.4712175;9.0210806;8.7678491;9.2488694;10.2421233;9.9589555;9.4237906;8.845687;7.3332584;6.0187885;6.0633515;5.7355585;4.7567077;4.7416852;4.2876;4.6595767;4.6811919;3.9492214;3.6335613;2.9185574;3.6541418;4.6144444;5.1652352;4.8234762;4.8456037;4.8972111;4.431216;6.9220948;5.1738336;6.1154471;4.7528369;4.9764067;5.1759956
00000018H1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.235417;5.536637;5.240043;5.44398;4.981213;4.986736;4.259703;4.987624;5.2723;4.970132;4.64305;4.919486;5.008168;4.529772;5.292067;5.764922;5.394803;5.960173;5.655145;4.903196;3.609355;4.081322;3.312547;3.902385;4.156292;3.880844;3.996791;3.711651;4.553844;4.253633;4.00866;4.361323;4.134964;3.73309;5.271728;4.030139;4.98495;5.924956;4.45907;5.101454;5.778115;4.858778;5.337215;5.253976;5.636451;7.11241;5.961543;5.352685;6.182465;5.321175;5.345878;6.116376;7.03504;6.21017
00000018H7;;;3.770798;3.545976;4.001178;4.184583;4.168994;4.915241;4.863074;3.665809;3.838739;3.729689;4.750088;3.525702;3.789071;4.255497;3.422118;3.359969;3.654237;3.634754;3.368854;3.803556;4.233868;4.722331;4.663697;4.94256;4.955896;4.791793;4.665384;5.870737;4.831291;5.12321;4.830056;5.647912;5.291415;5.638371;5.508008;6.058616;5.777058;6.114535;6.749916;6.605157;6.258245;5.66727;5.211923;4.783931;4.950368;4.531218;4.904419;5.024132;4.620348;5.13974;5.388285;4.906611;6.172998;6.350764;5.380175;5.643197;4.905828;5.804648;6.27395;5.737759;5.548577;4.79524;5.111302;4.909843;5.33254;6.062756;5.13746;5.331933;5.54314;5.748287;6.561806;5.029764;5.316012;6.584649;6.500417;5.660086;5.632411;6.938045;6.083787;6.178455;6.541062;5.832111;6.567387;6.203774;6.276239;6.466347;6.237996;6.828378;6.406869;6.40615;6.581173;6.416952;6.800898;6.124147;6.061809;6.167961;6.061263;5.680166;6.133023;6.307777;6.152606;6.485294;6.528058;5.741459;2.336442;2.333898;2.271401;2.139938;2.229913;2.561412;2.266975;2.122299;2.099623;2.7128;2.36804;2.123853;3.642072;5.078002;4.671996
00000018J4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5005217;0.7451438;4.0312381;4.4454694;3.0727017;2.722465;3.0772027;2.0312778;2.1549064;2.1064993;2.1241172;2.8931507;2.130463;1.9244319;2.7207224;2.6245786;1.867231;2.1149491;1.7298499;2.3922447;2.0634739;2.7721928;2.1823567;2.4363267;2.8971584;2.0969203;2.5509627;2.7372096;2.9936428;2.4726956;3.0758994;2.891948
00000019V1;;;2.06121;1.801198;2.219838;2.040074;2.07516;2.358856;2.288867;2.3005;2.401518;2.28853;2.066261;2.446444;2.485271;2.118405;2.517729;2.612807;2.16224;2.599069;2.564686;2.509823;3.074511;4.773707;4.245637;3.916135;4.006916;4.408868;3.723368;5.357842;5.747024;6.472366;6.178006;6.511877;4.980352;8.792542;7.988915;8.279601;9.397021;9.51764;10.440416;10.005874;9.861403;8.377763;7.222355;7.052922;6.783762;5.030558;3.887846;4.331339;4.635953;4.519869;5.307082;3.741671;3.058987;2.056401;2.266835;2.558301;2.798612;2.325536;4.301624;2.355872;2.255951;1.942612;2.866388;2.50152;2.525397;2.923022;2.474756;2.76937;2.761404;3.004707;2.389046;2.739894;3.68899;5.029814;4.764001;5.288784;4.756126;5.505206;5.239986;5.698509;6.007574;6.717081;6.766072;7.520886;8.701576;9.555012;10.46152;10.179151;10.046502;10.336267;6.600449;9.607565;10.34164;8.940632;6.771367;7.013135;5.63998;5.603477;5.605218;5.752734;4.903276;6.134205;4.329875;4.214479;3.982608;2.930403;3.354406;4.509343;3.573623;2.469324;3.305498;4.297551;2.786056;2.920406;5.842991;3.829645;2.299442;6.96834;4.509079
00000020J5;;;0.8423338;0.9169238;0.6185363;0.8061905;0.5557287;0.8674187;1.0026344;0.6870821;0.3939416;0.7867601;0.7070956;0.8123802;0.87954;0.9256079;1.0514512;1.1021572;0.932676;0.5974348;0.8618486;1.0671477;1.5063028;1.9509973;1.77762;1.2265034;1.3384886;0.9016173;0.9997631;2.9008759;1.767756;1.3644771;1.6128645;2.1833159;2.3203871;2.6538148;3.8820123;4.5627845;4.2627973;5.0766805;5.3559654;5.3282509;4.7518667;2.7034169;2.2086566;2.1801449;1.8585377;1.5794876;1.5512646;1.7471451;1.29984;1.7364171;1.9878545;1.2155685;1.3792117;0.8509012;1.0442734;0.7836672;0.6575084;1.0293676;1.5747604;1.2157379;1.1686939;1.9728503;2.1470564;1.875728;2.0491626;2.4979945;2.3256031;2.2508337;1.5700832;2.1156913;2.2469906;2.9777129;3.699944;4.5496963;3.9183491;4.8638454;5.1254817;7.1307248;5.8007546;5.3029093;5.9264715;4.6832456;7.5476175;6.8758303;7.8039013;9.8401278;10.1819216;11.2489456;11.4451913;11.8359976;12.2876219;12.9908937;11.8104791;8.7692136;6.2872062;7.2211583;5.6140222;5.124351;5.6738785;4.9484155;5.1788403;5.7024391;5.552906;3.6534888;3.1020177;3.2443556;2.7225582;2.8520792;2.8417708;4.1159848;5.5689605;4.5221528;1.9610057;;;;3.8818271;6.1027168;7.3524172
00000020V1;;;1.636158;2.269107;2.106014;1.733701;1.785579;1.735438;1.412035;1.63944;2.240245;1.539257;1.841207;1.650374;1.925586;1.841052;1.673705;1.673986;2.027873;1.799989;1.737796;1.775967;1.991025;2.199213;1.879762;1.986485;2.176916;2.107822;1.997063;2.042946;2.169901;1.852302;2.11013;2.356529;2.312182;1.881449;1.939467;2.086706;2.358552;3.376922;3.303922;2.898955;2.787172;3.099078;3.409536;3.029991;2.968042;2.97519;3.089255;2.813805;3.666714;2.877337;2.942679;2.919595;2.924026;3.510387;3.134788;3.422556;3.45505;3.271703;3.169732;2.928489;3.141825;3.217572;3.586555;2.989279;3.025955;2.986391;3.531257;2.581299;2.377749;3.18207;3.105002;2.887445;3.382184;3.277117;3.118896;2.214558;2.659587;3.318206;3.325343;2.849973;3.163598;3.046162;3.278232;3.26125;4.289676;3.598374;3.866831;3.613054;3.958892;3.529234;3.190817;3.414742;3.741174;3.237808;3.000187;3.286439;3.298004;3.308615;3.525969;3.197625;3.653228;3.141188;3.042412;3.419203;3.428451;2.719743;3.625764;3.353026;3.244417;3.409964;3.576134;2.981313;3.225072;3.010073;2.799775;3.353084;3.209996;2.425231;2.821863
00000021D1;;;1.728095;1.680712;1.464867;1.752597;2.095442;3.061635;5.092808;2.415099;2.33159;3.221548;3.257249;3.02187;4.148247;5.361529;5.315516;3.959051;3.495505;3.636134;2.271133;2.507398;3.306438;4.934664;3.397189;3.199827;3.703697;3.748191;2.873183;4.383258;4.297364;4.001125;3.330905;3.250705;4.058965;4.587987;5.782954;5.451141;5.564188;5.364646;6.260901;5.919861;5.175993;4.751611;3.603649;3.696259;4.522568;3.302367;3.309668;3.970081;5.407365;5.356286;5.226678;4.46525;3.418039;4.032209;3.08612;4.25882;3.810983;4.327579;5.584998;5.803325;4.477598;4.252321;4.23216;5.613794;5.614295;5.834642;6.282521;6.075871;5.85099;4.735183;4.060098;4.975343;3.865695;3.479771;2.584419;3.602639;4.017975;5.298429;4.3146;2.606479;3.011615;2.863919;3.117915;3.656554;3.409128;3.997969;5.17492;6.488165;6.043977;7.423582;7.33588;6.53158;6.081227;4.522829;2.924962;2.534854;3.031855;3.054508;2.863932;3.301955;4.417666;4.795417;4.187623;2.545098;2.37241;2.324265;2.088017;2.357502;2.998315;3.797824;7.109779;6.540805;3.142588;3.090664;4.393446;3.887994;2.72587;7.733259;8.020423
00000021V1;;;0.7005559;0.545327;0.4242616;0.6419172;0.816811;0.7199033;0.6116195;0.6144678;0.5272452;0.5976494;0.6409175;0.4887239;0.6038311;0.7030654;0.7123874;0.5817077;0.8682066;0.7001881;0.8032856;0.7097626;1.307468;1.3370592;1.43228;1.0938926;1.2922334;1.3223835;1.2727462;1.7968169;1.6486362;1.3880424;1.1208187;1.4879266;1.3732665;1.5616424;2.0383973;2.7779038;2.6346158;2.685933;3.3730967;3.1969607;3.0140799;2.020029;1.617295;1.5947335;1.532501;1.0922262;1.1494777;1.3430771;1.4506749;1.019929;0.9920736;0.9775845;0.9790901;0.9340151;0.7431119;0.6432204;0.8268836;0.8658588;1.2591798;0.8906927;0.9562043;1.0340497;0.8203459;0.9567948;1.1886494;1.0411003;0.8859752;1.2825467;1.4350244;1.0305365;0.9794574;1.3661373;1.6414591;1.4876221;2.0599978;1.4379336;2.5299982;2.5720989;2.0741175;2.0930875;2.1640349;2.2166994;2.9250516;2.9553823;3.7114379;4.5589684;4.3506457;4.2696994;5.1625725;4.8371779;5.0964351;4.6281738;4.5729093;4.2871872;3.5719043;3.3388326;3.0104072;2.2430934;1.9775087;1.7879261;1.5527778;1.6004211;1.7749456;2.0744186;1.2511174;1.3161207;1.0307873;1.4944322;1.7493307;2.1187323;2.1828784;2.0107028;2.7586273;2.3066286;1.7780147;1.9305215;1.6606058;1.5160203;1.7319871
00000022V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3419126;0.4393981;0.4082859;0.7521894;0.6922179;0.9482673;0.5550513;1.0895131;1.5159105;2.1600949;1.5198491;2.2642374;2.0314569;3.2879203;2.8460298;3.3605291;2.2435318;2.9540902;3.1268212;3.494526;5.8568817;6.5453544;7.2099816;6.8603638;6.0832509;6.8190034;7.2627313;7.9577696;6.3002549;9.5552266;6.016511;6.4847312;6.5435774;5.4364443;4.6525102;2.6960046;2.4488206;3.1133529;2.4042291;1.4354388;1.5386655;2.214871;1.7004203;1.1660182;0.8702508;0.9581148;0.8770529;1.1026664;1.5817902;1.3106429;1.1108649;1.8395744;1.6125095;1.1077765;1.8194265
00000023H7;;;1.279338;1.084882;1.224915;1.434496;1.571104;1.845841;1.441101;1.379867;1.393547;1.905096;1.417244;1.440867;1.504433;1.43373;1.440742;1.651967;1.565991;1.449568;1.424599;1.48697;1.781837;1.863958;1.665935;1.544986;1.505333;1.752195;1.477923;1.774093;2.011333;1.656305;1.665452;1.754909;1.510584;1.915498;1.811763;1.793381;1.826515;2.165306;1.703492;1.93393;1.907777;1.97474;1.952094;2.168323;2.040318;1.990001;1.960853;2.238109;1.980141;2.288604;3.137001;2.470946;2.255494;2.096498;2.087345;2.295364;2.366764;1.896128;1.870807;2.583644;2.003485;1.913668;1.7948;2.491203;1.618277;1.851679;1.662941;1.658875;1.694971;1.740729;1.784167;2.048589;2.269602;1.788207;1.786804;1.725736;2.043644;2.001811;1.877645;1.728809;2.068732;1.744439;1.626557;1.754834;1.895585;1.596978;1.559599;2.629876;2.886914;3.300663;3.013867;3.235312;3.511908;3.057098;2.865901;3.136225;3.166568;3.202471;2.869893;2.866365;3.117224;3.93216;3.321071;3.233758;3.006027;2.932766;3.805861;3.271981;3.00476;2.914392;3.726442;2.994707;2.839162;2.805048;3.260802;3.608708;3.482625;3.35099;4.13392
00000023J5;;;;;;;;;;;2.176895;2.438817;1.867332;2.177474;2.491814;;1.775392;2.838262;2.627497;2.358634;2.504879;2.945236;3.95429;4.546835;4.818866;4.082558;4.233941;3.840685;3.747522;5.369959;5.586145;4.522963;4.574743;4.954514;4.894589;5.947751;7.210334;6.680232;7.529266;6.911365;8.054712;7.386468;7.104101;6.933581;6.179337;5.568965;4.717479;5.061762;9.67692;7.051194;4.484623;7.488934;6.539432;6.294387;7.001638;6.123815;6.343882;6.146215;6.402025;6.297698;8.777604;8.041918;6.092017;6.472698;6.768025;5.348816;5.977462;5.07663;5.305692;5.415204;5.698939;6.087447;5.16896;6.761658;7.137729;7.809876;9.486688;9.627452;9.398544;10.939943;7.688123;7.03406;8.143048;12.417192;17.178197;11.587142;11.975865;17.338108;16.724391;13.835319;13.276029;19.417221;16.527786;15.769763;16.362236;12.104071;13.04344;9.046943;9.394897;10.290441;9.052905;7.882418;11.600932;8.772204;10.827195;12.711514;13.670502;7.918787;14.297007;10.274653;17.535954;7.572997;13.92596;8.951853;8.845763;7.544365;6.819003;8.283736;13.006929;8.943893;9.539777
